tweets;1.kisi;2.kisi;3.kisi;total
#EvlilikProgramý DizilerineHayýr;1;1;1;1
Bugün #alice #volume 3/4 #izdivaç #evlilikprogramý #rtük #ilhanyerlikaya #rtükbaþkaný @sedaakgul… https://t.co/CmVOetCvAv;0;0;0;0
#Evlilikprogramý nda kendini pazara çýkartýp zengin avlayamayýnca tesettür giyim reklamýnda oynayacak olmak baþörtülü bacýmýza yakýþtý!!;1;1;1;1
Bugün #alice 3/3 #izdivaç #evlilik #ayrýlýk #barýþtýrma #tvprogram #evlilikprogramý… https://t.co/hwqYk7AUAv;0;0;0;0
Çin usulü #evlilikprogramý... #ReytingCanavarý #SinaKoloðlu #milliyetcadde @kologlusina https://t.co/r4eLBWSGcj;0;0;0;0
Hacý bi ara #evlilikprogramý adýndaki kadýn pazarlama programlarý kapatýlcaktý noldu o iþ ?;1;1;1;1
"Sizce en iyi evlilik programý hangisi

  #EvlenmemÞart
#zuhaltopal #esraerol #sedasayan #evlilikprogramý";0;0;0;0
Adam evlilik programýnda otururken yaþlandý, evlenmeye deðil vakit geçirmeye gelmiþ!#evlilikprogramý;1;1;1;1
#evlilikprogramý hani kaltýydý lan bu proðramlar;1;1;1;1
Hani #evlilikprogramý iþi rafa kalkmýþtý bu nedir yine en mide bulandýrýcý haliyle;1;1;1;1
#EvlilikProgramý komisyonu kurulmuþ... #SinaKoloðlu'nun #notdefteri #milliyetcadde https://t.co/cLiGCkz7xn;0;0;0;0
Lan oðlun hani kaldýrýlmýþtý bu ahlaksýzlýklar. Ben mi yanlýþ hatýrlýyorum? #evlilikprogrami #yasaklansýn;1;1;1;1
#evlilikprogrami yeter artýk defolun gidin;1;1;1;1
Evlilik programlarýndan flaþ karar: 1 hafta yayýn yapmayacaklar https://t.co/Y4AdMOU8rj #evlilikprogrami #UzakDurun #pazartesi;0;0;0;0
"Evlilik programlarýndan #flaþ karar: ‘Yayýn yapmayacaðýz’
https://t.co/fBA82W8ipf #pazartesi #evlilikprogrami #ÝzdivaçProgramý #UzakDurun https://t.co/AUh6zRNqgg";0;0;0;0
8-9 evlilik yapmis bir insanin #evlilikprogrami sunmasini garipsemek gerekmezmi ??;1;1;1;1
Tramvaydayim yanýmda bi amca var.Kulakliklari takmýþ #evlilikprogrami izliyor. Canlý yayýnlarý bile kacirmiyorlar. Þaþkýným.;1;1;1;1
#evlilikprogrami programda evlenmeye gelen kiþilerin neden faný var hiç anlamýyorum bence hepsi gerizekali...;1;1;1;1
Artýk #evlilikprogrami larýna pijamayla çýkar katýlýmcýlar. Doðru saat aslýnda 23:00 insanýn kendini en yalnýz hissettiði saat dilimi:);0;0;0;0
"(Esra Erol resti çekti!)  https://t.co/VvGBHPbE08  

#EsraErol, #EsraErolEvlilikProgramý, #EvlilikProgramý https://t.co/UbHdUua3rb";0;0;0;0
#evlilikprogramý ruturk kararýný verdi gece 24.ve 05 arasý yayýn yapmasýna karar verdi çok ya güzel oldu ????;0;0;0;0
"ZUHAL TOPAL'DAN FORMAT DEÐÝÞÝKLÝÐÝ -  https://t.co/z5INXuCIUC
@zuhaltopalla  #evlilikprogramý #yeniformat";0;0;0;0
Durum bu: birinci survivor, 4. ve 5. de #EvlilikProgrami https://t.co/njQLfLD4H0;0;0;0;0
Hani halk isterse herþey olurdu devam ediyor #evlilikprogrami;0;0;0;0
Yalanhabermiþoysakicoksevinmistik ??#evlilikprogrami ??;0;0;0;0
"Ýnsanlarýn aklýyla dalga geçmek doðru mu? Bu rezil programlar hani kaldýrýlmýþtý!????

#EvlilikProgramý #Rezillik #Yasaklansýn";1;1;1;1
An itibariyle evlilik programlari ekranda #evlilikprogrami;0;0;0;0
"RTÜK Baþkaný’ndan #evlilikprogramý açýklamasý
https://t.co/igP5vxZ4YH https://t.co/2vQPy2Q78j";0;0;0;0
RETÜK'TEN EVLÝLÝK PROGRAMLARI AÇIKLAMASI https://t.co/qJADMZ0bfE #RETÜK #EvlilikProgramý #EvlilikProgramlarýKapatýlýyor #Program #TV;0;0;0;0
"SÖZDE EVLÝLÝK PROÐRAMLARI KAPATILMIÞ MIÞ?
#ÝNÞALLAH'MI DESEK #MAÞALLAH'MI ??
#EvlilikProðramý
#SonDakika #Flaþ #SonHaber #GüncelHaber https://t.co/asy43nZS0A";1;1;1;1
"EVLÝLÝK PROGRAMI RÝSKE GÝRÝNCE! - https://t.co/ZHXbxr0JL8
@sedasayan  @DemetAkalin #evlilikprogramý #sahneler";0;0;0;0
#Evlilikproðramý  kapatýlýyor darýsý bugün ne giysem proðramýnýn baþýna;1;1;1;1
Çok þükür sonunda resmi olarak #evlilikprogrami yasaklandý #rturk ??;1;1;1;1
Aydým aydým ?? #evlilikprogramý adý altýndaki leþ programlar kaldýrýlmýþ ay ne güzel haber??????;1;1;1;1
#OHAL koþullarýyla #TV evlilik programlarýnýn ne alâkasý varki #KHK ile yasaklanýyor???? #evlilikprogramý seyretmem?yanlýþ sakýncalý????o ayrý;0;0;0;0
Sonunda OHAL iþe yaradý #EvlilikProgramý;0;0;0;0
Toplumun ahlakýný bozan bu programlarýn kaldýrýlmasý için emek veren herkese teþekkürler. #Rtük #YeniKHK #Evlilikprogrami;1;1;1;1
Ýnanýlmaz doðru #evlilikprogramý https://t.co/hdT73xgoth;0;0;0;0
"#Evlilikprogrami
Son zamanlarýn en isabetli kararý ;)";0;0;0;0
Yeni KHK ile Esra Erol gibi Evlilik Programlarý kaldýrýlýyor! Ýþte diðer Programlar  https://t.co/SomgmCCT0K #khk #evlilikprogramý #izdivaç;0;0;0;0
Solmaz kremini süremicek mi þimdi  #evlilikprogramý;1;1;1;1
#evlilikprogramý adý altýnda aile yapýsýný zedeleyen görüntülere tanýk oluyorduk. Umarým medya sorumluluk bilinci ile hareket eder;0;0;0;0
Güle güle evlilik programlarý, güle güle sahte zayýflama ilaçlarý ve gýda takviye reklamlarý! (: #evlilikprogramý https://t.co/awUrfizveB;1;1;1;1
Þu tv8 de gerizekalýnýn birinin aðladýðý programýda kapatýn da tam olsun #evlilikprogramý;1;1;1;1
Ýyi haber eve gittiðimde tv tamamen bende ???? #evlilikprogramý;0;0;0;0
elektrði boþa harcmk Yok.Biþy hissetmdm diye saçmlk yayýla yayýla hissizleþmk vuku buldu kalplerinizde beee. #evlilikprogramý #khk #yaþasýn https://t.co/8GCGqPGAfr;1;1;1;1
Evlilik programlarý da kaldýrýldý insanlar þimdi nerde evlenemiycikler #evlilikprogramý;0;0;0;0
"E madem #evlilikprogramý yasaklanmýþ 
Gelsin bilimsel, sanatsal programlar yaný tabi insAllah ????????????????";0;0;0;0
Caným sýkýldýkça #evlilikprogramý izlerdim kaldýrýlmýþ Seda Sayan'a taziyelerimi iletiyorum??;0;0;0;0
#evlilikprogramý kapatýlmalý neden mi yakýþýklý ve güzel bir sürü insan gidiyor o programlara saçmalýk bir sürü Þehit haberi varken ??????;1;1;1;1
#evlilikprogramý ný kapatalým da millet bizimle mi evlensin :) #SüleymanDemirel;1;1;1;1
#evlilikprogramý da kaldirildiysa #OHAL görevini yerine getiriyor helal Abii yürüyün kim tutar sizi Türkiye'nin baþka derdi yok zaten ????;1;1;1;1
Evde kalanlarýn son umudu #evlilikprogramý da bitti. Çok þükür;1;1;1;1
"Olmasý gereken oldu. Fazla þaaapmayýn.
#esraerol #evlilikprogramý #KHK https://t.co/BLvrIYBI13";0;0;0;0
Þimdi çaya kim çýkacak die bekleþenlere çaylar þirketten ????#evlilikprogramý;0;0;0;0
#evlilikprogramý yasaklanmasý çok dogru bi karar destekliyoruz;0;0;0;0
#evlilikprogramý   Ýsabet olmuþ;0;0;0;0
Yasaklanarak kaldýrýlmasýna sevinmiyorum,keþke izlenme oraný düþüp kalksaydý,bu ülke için inancým katlanýrdý #evlilikprogramý;0;0;0;0
Bir nesill küçüklüðünden beri  #evlilikprogramý izledii,sosyolojikk sonuçlarý farkedildi de hamd olsun kaldýrýldýlar??;0;0;0;0
"Bundan sonra elektrik almak isteyen tedas'a gitsin :)
#evlilikprogramý";1;1;1;1
Ýþþizliði yok et, terörü bitir, tecavüzcüleri yakalayýn. Sonra sýra evlendirme programýna gelsin #esraeroladokunma #evlilikprogramý;0;0;0;0
@ledeyna6 @PPotulice #esraeroladokunma Rezillik baþý aþmýþ, güçleri #evlilikprogramý namý yetti?;1;1;1;1
Evlilik programý olan düþünsün. #evlilikprogramý;0;0;0;0
Artseksuel bir insan olarak evlilik programlarýna bakýþ açým, kaçýþ açýmdýr Nokta! #evlilikprogramý Yeni Khk;1;1;1;1
@ceyhunyilmaz #esraeroladokunma Ne mantýkla kapatýlýr? Sýra evlilik programlarýna gelinceye dek daha neleri durdurmalarý gerekirken #evlilikprogramý;0;0;0;0
Artýk evime tv alabilirim ?? #evlilikprogramý;0;0;0;0
Tamam, brn de karþýyým ama #fetö ile mücadele için çýkarýlan #ohal ve uygulamasý olan #khk'larýn #evlilikprogramý ile ne alakasý var.;0;0;0;0
EVLÝLÝK PROGRAMLARI YASAKLANDI https://t.co/6SNT3ALmBs #OHAL #KHK #Evlilikprogramý #Yasaklandý #TV #Magazin #evlilik #ResmiGazete;0;0;0;0
EVLÝLÝK PROGRAMLARI ARTIK TARÝH OLDU! - Pabucumun Starý https://t.co/MGjvUM1CSh #evlilikprogramý #esraerol #sedasayan #televizyon #ekran;1;1;1;1
"#EvlilikProgramý evleneceksen gel deðil, boþanacaksan gel ??
Geçikmelide olsa, toplumu körerten programýn durdurulmasýný taktir ediyorum.";1;1;1;1
FLAÞ!... VE BEKLENEN OLDU, DEVLET EVLÝLÝK PROGRAMLARINI YASAKLADI- #Magazin Duayeni https://t.co/BRi8DvTGzc #evlilikprogramý #yasak #khk;0;0;0;0
Hanýmlar artýk daha faydalý uðraþlar bulma zamaný geldi. Öðle vakti eglencelerine son #evlilikprogrami #YerindeKHK;0;0;0;0
Ahahahha evlilik programlari khk ile yasaklanmis, bosluga dustum inan ki #izdivac #evlilikprogrami;0;0;0;0
#SONDAKÝKA: #EVLÝLÝK PROGRAMLARI YASAKLANDI. 2 YENÝ #KHK YAYINLANDI. #evlilikprogramlarý #evlilikprogramý https://t.co/1WXDLYoKXr;0;0;0;0
OH BE MÜKEMMEL BÝ HABER   #evlilikprogramý hatta lari yasaklanmýþ kurtulduk be çok þükür igrencliklerden.;1;1;1;1
Hala daha #NAZ a gelebilen taliplere þaþmýyorsunuz da #HURÝYE ye mi þaþýyorsunuz...)) @zuhaltopalla #evlilik #evlilikprogramý;1;1;1;1
"Zuhal Topal'dan sitem dolu açýklama
#evlilikprogramý #izdivaç #zuhaltopal https://t.co/LTKB0BCkHB";0;0;0;0
ESRA EROL PES ETTÝM:'' BEN ÇAMURLA YAÞAYAMAM'' https://t.co/8rm2pJTWAl #ESRAEROL #EVLÝLÝKPROÐRAMI #TV #HayýrlýCumalar #Magazin #Dizi #;1;1;1;1
"Evlilik programlarý için kesin çözüm bulundu!
https://t.co/Tx8xWDyzAH
#turmebtv #evlilikprogramý";0;0;0;0
"Hanife Öznur’a Tepki Gösterdi
#hanife #öznur #evlilikprogramý #zuhatopal #magazin #magazinhaberleri #haber #haberler
https://t.co/GIj62BUSDo";0;0;0;0
"EVLÝLÝK PROGRAMLARI KAPATILSIN!!!
Toplumumuzun âhlakýný bozan evlilik programlarýnýn kapatýlmasý lazým.. #evet #evlilikprogramý @RT_Erdogan";0;0;0;0
Armaðan Çaðlayan'dan evlilik programý yorumu #armaðançaðlayan #evlilikprogramý https://t.co/FIJXbZrSnF;0;0;0;0
AKP VE MHP'YÝ 'ÝZDÝVAÇ' AYIRDI https://t.co/KQer5iVAIU #MHP #AKParti #Evlilik #Ýzdivaç #Proðram #Televizyon #Maðazin #EvlilikProðramý;0;0;0;0
@AV_GUNU @zuhaltopall allah kahretsin böyle programý orda o þekilde konuþanlarý hainler.. #evlilikprogramý #izdivaç;1;1;1;1
Bütün kanallarda evlilik programý yaa ?? Bide evlenseler iyi olacakk ?? #evlilikprogrami;1;1;1;1
Bir Yastýkta Kocayalým 20 Þubat'ta baþlýyor! #trt1 #biryastýktakocayalým #evlilikprogramý https://t.co/RBdSSEQiyR;0;0;0;0
Hanife 2 senedir #evlilikprogramý 'nda. Önce esra, sonra zuhal. Çetelesini tutan varsa sölesin. Amaçlar baþka. Gelsin mangýrlar. https://t.co/zISdO6Mayp;1;1;1;1
"'BÖYLE ANILMAK AÐIRIMA GÝDÝYOR' - https://t.co/LHqCV5tV4p
@ErolEsra #izdivaç #evlilikprogramý #Meclis  #Diyanet #TvdeEvlilikRezaleti";0;0;0;0
"""Esra Erol'da"" Yeni Bölümü ile Þimdi ATV'de. ÝZLEMEK ÝÇÝN; https://t.co/z5MUuE3BNE #atv #esraerol #canlitv #evlilikprogramý #canliyayin https://t.co/8qk6mPMrvL";0;0;0;0
Abi bu nedir yA #evlilikprogramý daki kýzlar kendilerini bulunmaz hiç kumaþý zannediyorlar herhalde ??;1;1;1;1
#FlashTv'nin #evlilikprogramý, #esnaflokantasý kývamýnda... #ReytingCanavarý #SinaKoloðlu #milliyetcadde @kologlusina https://t.co/rTApv0YQbK;1;1;1;1
#foxtv #handeataizi ni aldý diye haber var ama ben söyleyim o iþ yaþ! #televizyon #tv #haber #magazin #dedikodu #ünlüler #evlilikprogramý;1;1;1;1
#gözümsende  #göz6 ve  #evlilikprogramý ekiplerini Adnan Hoca ekibine dahil etmeliler. Böylece halk hepsini ayný potada rahatlýkla eritebilr;1;1;1;1
VayBe #EvlilikProgramý Yayýnayan #tv ler #CentilmenlikAnlaþmasý  https://t.co/rXKNwTu06x haricindeDevamEtsinlerBiziÝlgilendirmez. nedir ya..;0;0;0;0
#EsraErol #evlilikprogramý ný bitiriyor mu... #ReytingCanavarý #SinaKoloðlu #milliyetcadde @kologlusina @ErolEsra https://t.co/Cw7lGe1xH5;0;0;0;0
Taþ devrinde kadýnlarý pazarda satarlardý..? þimdi ise tv ?? programlarýnda sergileniyorlar #evlilikprogramý;1;1;1;1
#evlilikprogramý Kadýnlara hakarettir;0;0;0;0
"Zannedersem bu saatler evlendirme saati...
Hangi kanalý açsan birbirinden rezil
#EvlilikProgramý
@RTUKONLINE 
@AkPartiHesap";0;0;0;0
7/24 #evlilikprogramý kusacam artýk. Topluma bi katkýnýz yok, insanlýða hayrýnýz yok... Sayenizde millet aptala döndü, bravo??;1;1;1;1
Her yer #evlilikprogramý kaynýyor hiç bir þey yok bir #rüzgarýnkalbi var o da güzel deðil yani beni sarmadý;1;1;1;1
#EvlilikProgramý sunan insanlarýn günlük 100binTL kazandýðý güzel ülkeme hayýrlý cumalar dilerim... #TV aptallaþtýrmamalý!;0;0;0;0
"https://t.co/cOC3BPE44Q
#evlilikprogramý #izdivaç #EsraErol #RTÜK #Ceza  Esra Erol'dan açýklama https://t.co/K8OE2DQE9b";0;0;0;0
'KISMETSE OLUR'LA ÝLGÝLÝ ÞOK ÝDDÝA: 'CEYDA ESKÝ NÝÞANLIM https://t.co/LR1TpwnPND @kýsmetseolurtv @kanald #izdivaç #evlilikprogramý #magazin;0;0;0;0
@19Trkan #EVLÝLÝKPROGRAMI  +++ sen bu övündüðün boþ özelliklerinle ahirete Nasýl ayak uyduracaksýn EYY FANÝÝÝ!!!;1;1;1;1
#EVLÝLÝKPROGRAMI Kadýn 60 yaþýna gelmiþ adayýna ben yüzmeyi,eðlenmeyi,oynamayý severim bana ayak uydurabilecekmisin  diye soruyor!!!!!!!!;1;1;1;1
"Zuhal Topal'daki Selvi Boylum Al Yazmalým Filmi Çabuk Bitti! https://t.co/rwQWCxNy85
#Ýzdivac #evlilikprogramý";0;0;0;0
"Yaðmurda durup bir kahve içeyim dedim.Manzara bu! Kahvede bile #evlilikprogramý 
Çoktan bitmiþiz,okeye dönüyoruz. https://t.co/JMw2uVd0CK";0;0;0;0
Sarmaþ dolaþ dans et çiçeði alýrken yüzüne bakma, neyin kafasý bu ?? #evlilikprogramý;0;0;0;0
#evlilikprogramý konuþulan bir ortamdayýmm Allah'ýmm ne hallere düþtümm ????;0;0;0;0
EVLÝLÝK PROGRAMLARI ??#like #Kpop #evlilikprogramý #Vine #vineturkiye #vineturkey #firstVine #Vine #comedy #... https://t.co/GnrcRGABSg;0;0;0;0
Caným kýsmetse olur izlemek çekti;0;0;0;0
"hamburger yeme isteðimi kýsmetse olur adnan ""no father no"" repliðiyle iteliyorum. ama bir yerden sonra daha çok çekiliyorum fkxklslf";0;0;0;0
Evde oturup kýsmetse olur izlediðim o dertsiz güzel 2016 kýþý.;0;0;0;0
Koko sen ne olur çalýþmaya devam et devran hep deðiþir en azýndan benim gibi 1800 tl emekli maaþýndan artýrýp ayda 1 kez maça gitme hesaplarý yapmýyorsun maça gideceðim hafta o gün gelmez maçta baþladýðý gibi biter sadece ayda 1 gün 1.5 saat oda kýsmetse !!!!;0;0;0;0
Kýsmetse Olur ya Zorlamamak Lazim;0;0;0;0
kismetse olur,esra erol,müge anlý daha aklina ne gelirse eðer bunlari kacirmadan izlemeye baslamiþsan ev hanimi olmuþsun demektr;1;1;1;1
kýsmetse olur bataðýna düþtüm keþke eroin kokain bataðýna düþseydim daha çabuk çýkardým AMA AKIN BUL BENÝ ASLANIM;1;1;1;1
ÇATLAYINN EMÝ ÇÝFTÝMÝZ ÝÇÝN EMEÐÝMÝZLE SÖKE SÖKE KAZANDIRCAZ O HEDÝYELERÝ PARALARI KUDURUN HASETLER;1;1;1;1
"Halkýmýz kýsmetse olur adlý programdan; algý, öfke kontrolü ve erdemlik kelimelerini öðrendi. Sonuncuyu yanlýþ öðrendi ama olsun bu da biþe";1;1;1;1
Dünden beri Kýsmetse Olur bitiyo Esra Erol açýyolar o bitiyo Survivor izliyolar inanamýyorum bunlara maruz kaldýðýma;1;1;1;1
Bizi de üzen þeyler oldu tabi. Mesela kýsmetse olur Didem'in eskort çýkmasý :(;1;1;1;1
Bu kýsmetse olur gamze ne iþe yarýyor;1;1;1;1
Sen bu evin premsesiysen bende bundan sonra ejdaryasýyým kýzým bkz: kýsmetse olur yaðmur;0;0;0;0
Kýsmetse olur evlendirmek dýþýnda her bi iþi baþarýyla tamamlýyor,nekadar zirzop varsa eve doldurduðuna göre reytingler iyi deðil ;1;1;1;1
Kýsmetse Olur izliyorum ama ben addid izlemek istiyorum kaç saattir ekranda þirret insanlarý gösteriyor yeterrr;1;1;1;1
Didem'e yükleniyorlar ne managggsaaa. Didem'i kullanýp reyting peþindeler. Boktan program neden hala Tv lerde...;1;1;1;1
Kýsmetse olur izliyorum iq bir anda %0.02 ye düþtü;1;1;1;1
Kýsmetse olur onur kekosu sen iliþkine sahip çýktýnmý ki Akýna akýl veriyorsun dönde bir ayna da kendine bak mk sahte iliþkilerin Adamý...!!;1;1;1;1
Kismetse olur nankorsunuz iki tane bile faný olmayan kiþileri addýd reyting ve tek izlenme sebebi ama yine þiddet;1;1;1;1
Merhaba. Ben sizi Televizyonda görüyorum. Kýsmetse olur evindesiniz. Bende sizi tanýmak sizle arkadaþ olmak için takip ettim.;0;0;0;0
arkadaþlar abdulhamit kurtlar vadisi gibi diziler izlerken, ben kýsmetse olur iþte benim stilim izliyorum çok þekerler;0;0;0;0
kýsmetse olur da rezil insanlarý görmek istemiyoruz þiddetin her türlüsü?ne hayýr;1;1;1;1
Kýsmetse olur insan saðlýðýný tehdit ediyor resmen;1;1;1;1
Erdi ile Fatih bence çýksýnlar baþka bi yarýþmaya kýsmetse olur, benim stilime falan girsinle;0;0;0;0
kýsmetse olur melis tedavi ol;1;1;1;1
Didom dun fenalasmis hastanelik olmus insallah iyisindir didem yoksa kismetse olur ekibi dusunsun;0;0;0;0
Kýsmetse olur bataklýðýna yeniden sürüklendim teþekkürler;1;1;1;1
ayça ekin beðen kýsmetse olur tuvaletinde beni zorla köþeye sýkýþtýrýp öptü;1;1;1;1
þu golü beðenmeyen gitsin kýsmetse olur falan izlesin;1;1;1;1
Bu Eser West Manchester altyapýsýndan Kýsmetse Olur'a ordan da Survivor'a geçti. Þu an Çýlgýn Sedat'la tartýþýyor. Bu nasýl kariyer aq;1;1;1;1
kýsmetse olur bile bu kadar ifþa edilmedi yazýklarým olsun;1;1;1;1
Lan kýsmetse olur bitince ben didemi çok özlerim inþallah ekranlarda yine görürüz tekrar sunuculuða baþlasa çok güzel olu;0;0;0;0
kýsmetse olur la survivor birmi aq;1;1;1;1
Müptezel eser west'e biri cigara atsýn artýk. Sakatlanana beter olsun diyen, yoksunluk krizi geçiren ruh hastasý eski kýsmetse olur.;1;1;1;1
Iýýyyyy eser sen ne pislik çýktýn be kýsmetse olur'a dön yaaalllah ;1;1;1;1
Eser'in saçmalýklarý yetmedi mi ? Terbiyesiz herif. Burasý survivor. Kýsmetse olur evi deðil !;1;1;1;1
Geçen sene sevgililer gününde ipekle evde kýsmetse olur seyrediyoduk nerden nereye lan kdjsha;0;0;0;0
kotuluk edenler bin beterini yasasinlar gebersinler onay olmazsa kismetse olurda olmasin onay olursa olur;1;1;1;1
seni kaç senedir çekiyorum bi allah bilir bi de kýsmetse olur adnan kfksksksks;1;1;1;1
Biri bir açýklama yapsýn aycanin baþ fani bize bir açýklama yap neler oluyor ONAY ne durumda;0;0;0;0
Kýsmetse olur bitti, Esra Erol'a baþladýk. Devamý sonra...;0;0;0;0
2 haftadýr sürekli esra erol kýsmetse olur izleyip hayvan gibi yiyorum cidden kilo vermiþsem yeni diyet programým tavsiyem shfah;0;0;0;0
Eski sevgilim kismetse olur izlerken snap atti insanlar uzerinde biraktigim aliskanliga bak aq;0;0;0;0
Ya ben çalýþýrdým aslýnda #nazarageldim kismetse olur izleyip izdivaç programlarý ardýndan survivor la günü kapatýyorum;0;0;0;0
Nasýl öpüþülüp koklaþýlýr açýn kýsmetse olur izleyin. Ýðrenç co;1;1;1;1
Ergen kardeþim yüzünden evde Kýsmetse Olur izliyorum. Abv böyle iþin böyle programýn. Kýzým senin okulun yok mu ? :/;1;1;1;1
Kýsmetse olur bataðýna düþtüm KUMAR gibi asla býrakamýyorum;1;1;1;1
Gözleri kýsmetse olur farima gibi fýldýr fýldýr kýzlara yar olursun inþ;1;1;1;1
Gece gündüz drama isteyen evlilik programlarýndaki birilerini shiplesin bakýnýz kýsmetse olur didem adnan;1;1;1;1
kýsmetse olur sibel napýyorsun aþkým bakýyorsun aþkým görüyorsun aþkým dedikçe aþkýný ýzdýrabýný sikiyim diyip aðzýný götüne sokasým geliyo;1;1;1;1
Allah askýna kýsmetse olur adnan'a bir yapýmcý dizisine alsýn da rahatlasýn, nassssýll kasýyor sýyrýlcam diye aralarýndan;1;1;1;1
Olum bu kýsmetse olur ne kadar ilginç garip bir program böyle bunedir lan;1;1;1;1
Kýsmetse Olur kadar gereksiz bir program yok;1;1;1;1
kismetse olur evindekiler utanmadan burdaki her sey gercek dedi;1;1;1;1
Kýsmetse Olur Kemal bey sizden gerçekten hoþlanýyorum umarým o fellak gözlü karýya bakmazsýnýz çok hoþsunuz beyefendiciðim maþallah;1;1;1;1
Kýsmetse olur yeni gelin adayýný gördükçe boynuma aðrýlar giriyo jshsjjs;1;1;1;1
Farkettim ki ben kýsmetse olur saçmalýðýna baya bi sinir oluyorum o evi uçurasým var milleti nelerle oyalýyorlar;1;1;1;1
Þu kýsmetse olur nedir ya hadi tamam böyle bi program var siz niye izliyorsunuz o kadar mý gereksizsiniz, yapacak bir þeyiniz yok;1;1;1;1
Bugün çok ilginç birinden dm aldým kýsmetse olur Semih beni nerden buldu da mesaj attý anlamadým ama taþak geçip tabi ki ifþa edicem :d;1;1;1;1
kýsmetse olur izliyorum. açýk konuþcam. kýzlarýn hiç biriyle evlenmem ama hepsini anýrta anýrta sikerim. aqmun orozbularý keyfim kaçtý;1;1;1;1
Ýþsizlik çok kötü ya oturmuþ kýsmetse olur izliyorum aq;1;1;1;1
Kýsmetse olur.. diye bir program var.. aslýnda kýsmet olmuþ gibi görünüyor ama tam olarak daha ne istiyorlar anlamadým..;1;1;1;1
Anasýný siktimin oyununu býrakýp kýsmetse olur izliyoruz aðlýyor orospunun biri içimin yaðlarý eridi aðla kudur orospu çocuðu;1;1;1;1
Otobüsteyim yanýmdaki adam kýsmetse olur izliyo ulan bi bitmediniz diyip telefonla beynine beynine vurasým var. Yeter lan.;1;1;1;1
Offf düþünsene adam yüzüðünü kaybetmiþ ama Survivorda diye gidip darlayamýyorsun Kýsmetse Olur Cansel seni anlýyorum kýz kardeþim;0;0;0;0
Eseri kýsmetse olur da çok severdim ama survivor da çok gýcýk aðzýna vurasým geliyo;1;1;1;1
Umarým akþam konseyde geeeeerk geeerk diye baðýran esere de 2 çift laf edersin. Fatih'i ezikle kýsmetse olur eseri yücelt;1;1;1;1
ya hepiniz siktirin gidin bok gibi bi hafta sonu geçiriyorum tüm dünyanýn aq hatta newtonun bile aq ama en çok kýsmetse olur aycanýn aq;1;1;1;1
kismetse olur adnan triplerini sikim senin kocum;1;1;1;1
Arkadaþlar koltuða yapýþtým kýsmetse olur izliyorum IQ seviyem -50 lerde;1;1;1;1
bu kýsmetse olur aptal program mý;1;1;1;1
Gençliðim Baharýnda kýsmetse olur faný oldum çýktým aq;1;1;1;1
Lan sen etek giy , kýsmetse olur izle kýz delisi yalakkkk;1;1;1;1
Her gün kýsmetse olur ve her akþam da survivor izleyerek zihinsel geliþimimi engelliyorum.;1;1;1;1
