tweets;1.kisi;2.kisi;3.kisi;total
Abi evdekilerle regl dönemlerinizin ayný olmasý kadar korkunç bir þey yok. Kýsmetse olur evindeki kaoslar hakim evde;0;0;0;0
Kýsmetse olur büþra az özgüven aþkým rol yapma özgüvenli ol az büþraaaaaaaaaa;1;1;1;1
Kýsmetse olur çaðrý gerçekten sibel mi kanki ya o kýz tam bi keko kezo;1;1;1;1
Kalede kaleci var diye kýsmetse olur Furkanla karþýlaþmayalým mý;0;0;0;0
Kismetse olur ve tiktokta partli verilen filmler yuzunden film izleme yetimi kaybettim;1;1;1;1
kýsmetse olur izleyenin kendine saygýsý yoktur bence;1;1;1;1
Kýsmetse olur tam bir rezillik olduðu için izlerken zevk alýyorum.;1;1;1;1
artýk kýsmetse olur bölümlerine koþmuyorum yarýn izlerim succession oda maalesef çok yoruldum bir kaç reaction videosu izlerim sonra harbi yatcam;0;0;0;0
kýsmetse olur yarenin sürekli nude ruj sürmesi sadece benim gözüme iðrenç geliyor olamazzz ;1;1;1;1
elifin bok gibi elbiseleri ve memesi tugcenin kendini havali sanmalari yarenin bogurmesi;1;1;1;1
siteye bi giriyoz taym kismetse olur tivitleriyle dolmus toptan unf nasil yapabilirikkkk;1;1;1;1
kýsmetse olur izleyen insanlarýn iqsunu sorgularken bide CP yapanlar çýktý bunlarla ayný dönemde yaþayacaðýma taþý taþa vurup ateþ çýkarmaya çalýþsam daha iyiydi aq;1;1;1;1
Sen kimsende seni fabrikaya sokacaklar… Kýsmetse olur izlemeye devam et sen, b*k havuzunda nefes alsan yeter gerisini sýktýr et;1;1;1;1
Kýsmetse olur a katýlma vaktim gelmiþ gibi;0;0;0;0
Yazýklar olsun kýsmetse olur takipten çýkýyorum sizi;1;1;1;1
Kýsmetse olur’u artýk izlemiyorum tek sebebi yerden bitme Sedat ve çirkin Çaðrý;1;1;1;1
Ýþtahým yok, uykum yok, bir þey yapacak enerjim hiç yok. Uzak bir yerde, küçük bir evde tek baþýma oturup, tüm gün kýsmetse olur izlemek istiyorum.;0;0;0;0
Kýsmetse olur izleyenin kendisine saygýsý yokturrrrrrr;1;1;1;1
kismetse olur zeyd’in sus ve yalovaya devam et tiviti bile daha anlamliydi amk;1;1;1;1
Azýcýk yaþam sevincim vardý onu da kýsmetse olur izlerken yaren baðýrýnca kaybettim tþk;1;1;1;1
Kýsmetse olur izlemekle online ders kayýtlarýný izleyip ders çalýþmak arasýnda gidip geliyorum;0;0;0;0
Kýsmetse olur izleyenler 3 IQ aq;1;1;1;1
max kýsmetse olur izleyicileri her þeye kanlarý donuyo lsbxosbdos;0;0;0;0
Kýsmetse Olur izlemeyen köylüdür jdjdkdjd;1;1;1;1
kismetse olur izleyip birilerine bu kadar nefret besleyenlerin GERÝ ZEKALÝ oldugunu dusunuyorum cunku baska aciklamasi yok;1;1;1;1
23 yaþýnda olmam dýþýnda bir sýkýntý yok abisi ayrýca kýsmetse olur izlemeyip atomu parçalayýp ülkeye bu kadar faydalý bir bilim adamý kesildigin için seni kutluyorum;1;1;1;1
Of artýk kýsmetse olur bile sýkýcý bu gençler ne izlesin;0;0;0;0
kýsmetse olur programý keko tiktoklarýnýn 3-4 saatlik versiyonudur;1;1;1;1
Kýsmetse olur editine aðlamak you're fuck regl dönemi;0;0;0;0
kismetse olur batuhan ciddi ciddi orasina burasina dokunup elini kokluyo ya offff yeter;1;1;1;1
Kismetse olur batakligina dusuyom ben sikerler;1;1;1;1
Kýsmetse olur kýzlarýnýn kýyafetlerini kör melihamý seçiyo bune ya;1;1;1;1
Önem aralýðýna bak 2 tane sýradan oyuncu bir tane yarýþmada yatarak þampiyon olan çekyalý birde kýsmetse bir þeyler olur denen saçmalýðýn rol yapan kiþiliði müthiþ önemli 4 lü aq..;1;1;1;1
Kýsmetse olur izlemek böyle bir þey deðil arkadaþlar cidden deðil hayýr iþiniz gücünüz de mi yok abi siteye stres atmak için giriyorum aq böyle þeylere mesai harciyonuz sinirim bozuluyor acýyorum size artýk yapmayýn bunu kendinize;1;1;1;1
kismetse olur seyda elenince bilgisayarin kamerasina yansiyan goruntum;0;0;0;0
Kýsmetse olur izleyerek hislerimi gömeyim istiyorum;0;0;0;0
of siz de bi susun amk ( 3 saat izledikten sonra kismetse olur'u kapatirim);1;1;1;1
bence gelmesin kýsmetse olur yarýþmacýlarýný tekrar görmek istemem þahsen;0;0;0;0
Kýsmetse olur izleyen vasýfsýzlar uyumuþ mudur acaba;1;1;1;1
Mesaisine saatinde gelmeyi bile beceremeyen 30 yaþýna gelmiþ üni mezunu salak personellerimi görmeyeceðim 2 güzel hafta sonu gününe girdiðimiz için mutluyum. Kýsmetse Olur açabiliriz;1;1;1;1
kýsmetse olur serdar Allah seni kahretsin bak gece gece sana sinirlendim ne biladerci cýktin ya sen;1;1;1;1
kýsmetse olur sedatý artýk hic sevmiyorum, tolga desen liseli @zgýnlýðý var üstünde bi de cok gaza geliyo, erhan arka sokaklar muratla alaaddin cini gibi bi tip hic gecmiyo bana cok sinsi gibi, oðulcan da cok buldumcuk çocuklar duymasýn light selami caðrý desen aslan max aq;1;1;1;1
Benim kýskançlýk kismetse olur erolla yarýþýr vaziyette;1;1;1;1
kýsmetse olur zehrine düþtük anlaki;1;1;1;1
Ben daha fazla kýsmetse olur görmek istemiyorum lütfeeeen;0;0;0;0
Kýsmetse olur izleyen erkek annesiyle altýn gününede gidiyordur;1;1;1;1
Pp'sinde kýsmetse olur olan birinin yaptýcaðý max yorum;0;0;0;0
"sigara molasýna çýktýk arkadaþýmla tatlý tatlý cengiz kurtoðlu dinleyip titreyerek sigara içtikten sonra içeri geçerken bi çocuk geldi vaktin varsa konuþabilir miyiz diye ""yog abi"" dedim burasý kýsmetse olur kýrmýzý oda mý kardesim";0;0;0;0
en basta kismetse olur olmak uzere hicbir sey sarmamaya basladi;0;0;0;0
Gerçekten kýsmetse olur izleyecek kadar boþ vaktiniz var mý? Yoksa gün bana mý 13 saat;1;1;1;1
mental olarak bu gece kismetse olur sedat'in mutfak tezgahinda yattigi yerdeyim....;0;0;0;0
kýsmetse olur izleyen erkek gelinlik giysin;1;1;1;1
Kýsmetse olur Yeliz 98doðumlu olamaz abi bu bir akýl oyunu mu O LA MAAAAAAAZ;1;1;1;1
Bu kismetse olur aybukeyi nasil ciddiye aliyolar ya ben orda olsan 7/24 killatirim bununla snsnsnn;1;1;1;1
bana birkaç gündür kýsmetse olur serdar mallýðý geldi;1;1;1;1
Beni bu aralar sadece Kýsmetse Olur dedikodularý ayakta tutuyo;0;0;0;0
þu kýsmetse olur giriþ dansý yapýlan jenerik müziði ne zaman deðiþtirirsiniz tahmini ;0;0;0;0
kýsmetse olur izlemeyen tayfanýn kendilerini türkiyenin aydýnlýk yüzü ilan etmeleri ama sosyal medyadan sürrrekli takip etmeleri;1;1;1;1
Kýsmetse olur izledikten sonra benim son kalan beyin hücresi;1;1;1;1
Kýsmetse olur ekibi Kuþtepe Tarlabaþý bölgesine gitmiþ , nerede boþ birisi varsa toplayýp ekranlara çýkartmýþlar. Hepsinde bi havalar bi tavýrlar. Sorsan hepsi zengin hepsi elit insanlar. Þu tiplerle ayný ortama girsem utanýrým be kardeþimmmm.;1;1;1;1
"bence kýsmetse olur tarihinin açýk ara en olay cümlesi ""amir khan all is well yazýyo hinçtede herþey yolunda demek""";0;0;0;0
Artýk kýsmetse olur yüzünden Twitter'da da gezinemiyoruz beðenip önüme düþürtmeyin aq;1;1;1;1
kýsmetse olur erol SUS ARTIK SUS DARAL GELDÝ SUS SUS SUS;1;1;1;1
kismetse olur tekrar baslasin diye zirlayan ama yeni sezonda bi bolum bile izlemeyen o kiz;1;1;1;1
ben artýk kýsmetse olur editleri görmekten kýsmetse olur haberleri duymaktan kýsmetse olur adýnda bir isim yazi okumaktan sýkýldým kusacam;1;1;1;1
Kýsmetse olur haddini bil aybuke olmadan izleneceðini mi sanýyorsunuz;1;1;1;1
herkes kýsmetse olur baðýmlýsý herkess;0;0;0;0
Kýsmetse Olur izleyen Gay Sasi;1;1;1;1
Kendime bi týk ciddi bi týk duygusal taymý kaliteli falan bi hesap açayým dedim kýsmetse olur tivitleri düþüyo bildirimde öneri tivitlere. sinir bozucu;1;1;1;1
Sushi þarap ve mum eþliðinde kýsmetse olur izlediðim bir cumartesi akþamý oluyor ;0;0;0;0
Yükseleni býrak alçalanýna kadar sülalenin yarýsýnýn doðum haritasýný çýkarmýþlýðým var ama kýsmetse olur çok cringe izleyemiyom izleyen de beni alakadan etmiyo evdeki üniye hazýrlanan kardeþim hariç onu çöpe atmayý düþünüyom;1;1;1;1
sonunda kýsmetse olur'a baþlayabildim þükür. ilk yorumlarým cansel harika biri, yeliz ve þeyda'yý da sevdim gibi, yaren çok konuþuyo ama ok,erol ve sedat'ýn erkekliði midemi bulandýrýyor, bilek tutar, oðulcan'da tk vibe'ý var;1;1;1;1
Haklý bir isyan... Sen yine iyisin ben arkadaþlarýmla kýsmetse Olur konuþamýyorum direkt izlemiyorlar çünkü;0;0;0;0
allah kahretmesin kýsmetse olur izlemekten saati fark etmemiþim BEN BU BATAÐA DÜÞECEK ADAM MIYDIM;1;1;1;1
saçma sapan fenomendir tiktokerdýr insanlarý alýrlarsa olacaðý buydu iþte.. kýsmetse olur ruhunun k’si yok zaten;1;1;1;1
asýl þimdi kismetse olur baþlýyor kýzlar hazýr olun ahshahshajsh;0;0;0;0
bir kýsmetse olur zevkimiz vardý onun da içine ettiler eðer aþkýnýz gerçekse siktirin gidin dýþarda yaþayýn aþkýnýzý burasý KISMETSE OLUR nerden geldi bunlar amk;1;1;1;1
O gece kýsmetse olur evinde ýþýklar hiç sönmedi;0;0;0;0
Kýsmetse olur izleyemediðim biri ile de olmaz yani;0;0;0;0
Elime çekirdek alýp kýsmetse olur kaoslarýný kovalýyorum resmen;0;0;0;0
Yeliz suratýna ifþalarý vuruyo aybükenin þuan kimin parasý filan Kýsmetse olur kýzlarýna güven olmaz arkaný döndüðünde sikerler;1;1;1;1
Kýsmetse olur beni bunalýma soktu;0;0;0;0
Kýsmetse olur izleyen bi koca istemiyorum;0;0;0;0
taym yine kýsmetse olur doldu nasýl engel atýyoruz herhangi bir konuya zekamý korumak istiyorum;1;1;1;1
Kýsmetse olur izleyenlerin iq seviyesi harezminin bulduðu sayiyla ayni;1;1;1;1
bu ne la kýsmetse olur keko edition mý? eli yüzü düzgün bi tane insan yok;1;1;1;1
tum turk erkeklerinin fenotiplerini topladim caprazlama yaptim ve turk erkeklerinin ortalamasini aldim. sonuc: kismetse olur sedat. evet. ove ove bitiremediginiz adam iste bu;1;1;1;1
Epilasyona baþlýyorum zaten burnum da estetik yakýnda kýsmetse olur cansel gibi gezerim ortalýkta;1;1;1;1
kýsmetse olur nolur taymdan çýksýn of tiksindim yeter;1;1;1;1
kýsmetse olur izlediðini söylemeye utanmadýðýn insana aitsindir....;1;1;1;1
Ben dalga geçiyosunuz sanýyodum da harbiden ciddi ciddi kýsmetse olur izleyenler var aq sjajajahaha mal mýsýnýz olm ya;1;1;1;1
Oðlum kýsmetse olur tiwitleri erkek kullanýcýlarýn likelarýyla taymýma düþmeye baþladý aynada kendinize bakabiliyor musunuz siz;1;1;1;1
Ýnsanlarýn bu kadar çabuk problemlerini yaþadýklarýný unutmalarý þaka mýdýr? ya 1 saat geçmedi herkes hayat bitti tviti atýyordu þimdi kýsmetse olur paylaþýlýyor harbi soruyorum gerçek misiniz?;1;1;1;1
13 milyon kiþi oy kullanmamýþ naptýnýz evde kýsmetse olur mu izlediniz amýnakoyým;1;1;1;1
kýsmetse olur izliyorum dört saattir beynimi hissetmiyorjm gercekten;1;1;1;1
Evlilik programlarý neden kalktý Kýsmetse olur farklý mý anlamadým;0;0;0;0
Kahvede okey oynarken kismetse olur konusuyorlar, konuya dahil olamiyorum;0;0;0;0
rica ediyorum benim önüme kýsmetse olur ile ilgili bisey düþürmeyin lütfen bak;1;1;1;1
Ama bu tweti atarken önünde kýsmetse olur açýk dbxnxnxmxndm;0;0;0;0
Ayrýca kýsmetse olur türevi programlarý izleyen kimsenin kendisine saygýsý olduðunu düþünmüyorum. Kapalý televizyona bakarým daha iyi;1;1;1;1
Kýsmetse olur isteyen vurduruyodur;1;1;1;1
kismetse olur tugce kadar ne yapsa yakismayan bi insan gormedim ya;1;1;1;1
metroda yanimda oturan kiz kismetse olur izliyodu benimse sarjim yoktu. diyemedim birlikte izleyelim mi diye;0;0;0;0
Ana sayfamda kýsmetse olur gibi salak programlar ile ilgilenen kim varsa basýyorum engeli Biraz vizyon;1;1;1;1
yarým bölüm kýsmetse olur izledim izleyenlere saygý duymuyorum onlarda bana duymasýn;1;1;1;1
Bakin herkese saygim var ama ciddi kismetse olur izleyenlere..;1;1;1;1
Eve geldigimizden beri erdemle kismetse olur izlememiz saka mi sirf bu yüzden televizyon alip bagliyip izlicez;0;0;0;0
arkadaþlarým kütüphanede sabahlama kararý aldýðý için kýsmetse olur izleyerek önüme çýkan herkesi 3 sene öncesine kadar stalklýyorum;0;0;0;0
Kýsmetse olur mu izleyeyim finallere mi çalýþayým ? Beni bu ikilemde býrakan hayat size neler yapmaz.;0;0;0;0
bikaç gundur kýsmetse olur izleyemiyorum burasý cok soguk annee;0;0;0;0
coküzgünüm sürekli önünüze kýsmetse olur erhanla yaren düþürdüðüm icin bu da benm sefil azgýnlýðým;1;1;1;1
Bu kýsmetse olur serdar öyle bi konuþuyo ki sanarsýn 2000 kelimelik paragraf doldurmaya çalýþýyo. Þeydayla arasý kötü kaç gündür ama bi bok anlamadým full laf salatasý adam.;1;1;1;1
Önüme çýktý diye 10 dk kýsmetse olur izledim. Ýq’um düþtü yemin ederim;1;1;1;1
kýsmetse olur ayþenur’un UTANMADAN 27’yim demesi PUHAHHAHA o sarkýk memelerle en az 45’sin ya hadi fahr ab schwester elendiðin gün bayram ilan edicem, iticilik abidesi;1;1;1;1
Kýsmetse olur izleyen erkek otursun evinin hanýmý olsun.;1;1;1;1
Ben de kýsmetse olur izliyorum miss gibi aktivite ndlfmfþö;1;1;1;1
Abim kýsmetse olur izliyor amk;1;1;1;1
kýsmetse olur sedat bekle beni seni ayþenur varoþuna yem etmem;1;1;1;1
kýsmetse olur izlerken sýrýtmaktan yanaklarým agrýyo ya bený mutlu eden seye bak rezilim;1;1;1;1
her kýsmetse olur izlediðimde kendimi baþvuru ekranýnda buluyorum;0;0;0;0
Kýsmetse olur aybuke cýkýnca ileri sardiriyom öyle bi bikmislik;1;1;1;1
Ay çok þükür içimde Kýsmetse Olur Yeliz gibi bir varoþ yok;1;1;1;1
Az önce kýzlarla yurt odasýnda kaþ býyýk alýrken kýsmetse olur kritiði yaptýk, benim mental azýcýk toparlandý;0;0;0;0
Tek aktivitem kýsmetse olur izlemek oldu aw;1;1;1;1
Kismetse olur benlik degil, seren bircan kavga etsin sabaha kadar izlerim;0;0;0;0
kýsmetse olur izlemeyi býrakýyorum ya.. þöyle sohbet sýrasýnda yalandan trip atmak caným çekiyor;0;0;0;0
su siralar beni heyecanlandiran kelebeklendiren tek sey kismetse olur erhan yaren;0;0;0;0
Az önce kýsmetse olur izledim ve hepsinin abuklamýþ olduðu kanaatine vardým;1;1;1;1
Kýsmetse olur izleyenlerin zeka seviyesinin olmadigini düþünüyorum…;1;1;1;1
abi manita kýsmetse olur izlio benlik bisi deil ama merak ettim bakicam nasil bi ortam;0;0;0;0
Kýsmetse olur ifþa muhabbetinden midem bulandý artýk yetoo öðkk;1;1;1;1
Duygumuz yok ama pelinimiz sudemiz ve mervemiz var kýsmetse duygumzuda olur;0;0;0;0
Sabah nöbete gitcem ama ben kýsmetse olur hangi karaktersin testi çözüyorum;0;0;0;0
Kýsmetse olur kýzlarýnýn hepsi nerdeyse benden küçük ama hepsi ablam teyzem gibi duruyo;1;1;1;1
Yaa s@kicem þimdi evlenmenizi bütün keþfetim kýsmetse olur yeter lan;1;1;1;1
kýsmetse olur erol 35+ histerikli yarrak heriflerin özeti resmen, bayýldým kendisine;1;1;1;1
Kýsmetse olur Simge dünyanýn en antipatik insaný çýldýrýyorum izlerken;1;1;1;1
3 twitten biri kýsmetse olur zamazingosu ben bu durumdan çok rahatsýzým arkadaþlar bilginiz olsun;1;1;1;1
Ek olarak ben de 19 yaþýndayým ve evlenme programý yerine üniversiteye gitmeyi tercih ediyorum. Yanlýþ anlamayýn ama 19 yaþýnda evlilik programýna katýlarak hayatýnýn hatasýný yapmýþ bir kýz çocuðuna destek olmanýz bana göre iðrenç bir durum.;1;1;1;1
Düz dünya konuþulca mý aklýna geldi deprem. Millet futbol evlilik programý falan konuþmaya döndü bi haftadýr. Neden biz dert olduk sana. Bu iðrenç üslubunuz harbi midemi bulandýrýyo. Sana inat en az 20 düz dünya videosu paylaþýcam bugün saðda solda. Nasýl bi tipsiniz çözemedim.;1;1;1;1
Evet bu iðrenç bir platform evlilik programý bu düzen ona da adil davranmýyor demek piyasa malum ben de duruþunu çok severim;1;1;1;1
Sözde adý kýsmetse olur programý Karþý cinslerin bir evde toplanýp evlilik adý altýnda her pisliði,her fuhuþu affýnýza çok sýðýnarak birbirlerini farklý yollarla tatmin ediyorlar ve bu program popüler hemen hemen herkes izliyor gerçekten midem kalktý iðrenç ötesi;1;1;1;1
arýsýna papaðanim kuþum diyen koca Kadýnýn nefesine aþýk oldum diyen koca Birde realty programlarda evlilik programý adý altýnda onun bunun iðrenç kavgalarý Mide bulandýrýcý olmayý aþtý;1;1;1;1
Konseyde yada oyunlarda seromonide oyun içinde adada aþk meþk konuþmalarýný izlemek istemiyorum! Magazin programý mý evlilik programýmý yoksa Survivor mý belli deðil. Nefretlik iðrenç berbat bir sezon! BERBAT!;1;1;1;1
Ülkede ne ahlak býraktýnýz ne namus bune kardeþim evlilik programý kalsaydý da böylesine iðrenç programlara maruz kalmasaydik...;1;1;1;1
Ekranlarda ne onu ne iðrenç yayýnlarýný görmek istemiyoruz. Evlilik programý bitti daha beteri geldi!!! ATV sen de artýk kendine ve programlarýna çekidüzen ver!!!;1;1;1;1
Evlilik proðramý bitirdiler ama aileyi bitiren konularla daha berbat, iðrenç þekilde yeni proðram yaptýlar. Biz izlemesekte izleyen çok demekki hala yayýnda olduðuna göre;1;1;1;1
Nerde ahlaksýzlýk var bu kadýn sunuyor. Evlilik programý kapatýldý þimdi bu iðrenç program geldi. Bir de çok ahlaklý gibi insanlarý yerden yere vuruyor. Sen de ahlak olsa böyle iðrenç programlarin sunucusu olmazdýn. ;1;1;1;1
Esra erol evlilik programi kaldirilinca daha beterini yapcam diye yemin etmis gibi kendisi de programlari da igrenc;1;1;1;1
