tweets;1.kisi;2.kisi;3.kisi;total
20 umuddin büyükinsanlýk yaþ 29 boy 183 doðum yeri sason;0;0;0;0
kýz derece almalý mutlaka bir auradýr ayrýca finale kalan 20 kýzýn 10u çooook çooook güzel 5i güzel diðer 5ide güzel ilk bir yarýþmada kadar güzel bir arada;0;0;0;0
miss turkey adaylarýna sallamak hepsini tek tek inceledim bi tane bile çirkin yok bugün ekmeksiz kaldýk;0;0;0;0
güzelini ilk benden öðrenin olacak;0;0;0;0
missturkeyofficial with get_repost jüri üyelerimiz 20 finalisti belirliyor;0;0;0;0
miss turkey 2018 ön eleme kamp süreçleri sene hilton istanbul bomontide gerçekleþecek büyülü atmosferde miss turkey heyecanýna þahit olmak bizi hesabýný takipte kalýn;0;0;0;0
miss turkey 2018 zaman baþlayacak son baþvuru tarihi;0;0;0;0
izmirli güzel çinde türkiye podyuma çýkacak;0;0;0;0
miss turkey arkadaþlýk demek benzersiz atmosferi yaþamak adresinden yarýþmaya baþvurabilirsin son katýlým tarihi 8 eylül 2018;0;0;0;0
güzelliði tescilli sunucum oyuncum caným arkadaþým yide evlendirdik akþam mutluluðun daim olsun caným benim;0;0;0;0
miss turkey çalýþma özgüven disiplin arkadaþlýk demek benzersiz atmosferi yaþamak adresinden yarýþmaya baþvurabilirsin son katýlým tarihi 8 eylül 2018;0;0;0;0
kýz kardeþlik dostluk arkadaþlýk miss turkey 2018 baþvurularý baþladý benzersiz deneyimi sen yaþamak istiyorsan adresinden baþvurabilirsin;0;0;0;0
miss turkey 2018in ana sponsoru olan 24 eylül akþamý 120 yýl kutlamasý sonrasý global elçiler sahnede olacak sen orada olmalýsýn;0;0;0;0
2017 miss turkey 2si pinar tartan oyunculuk mankenlik benim bir amaç deðil kendimi ifade etmekte bir araç röportajýn tamamý;0;0;0;0
önce magazin programýnda geçmiþten günümüze miss turkey güzellerini gösterdiler seçmiþler ikinciler birincilerden güzel;1;1;1;1
ünlüleri ünlü deðil güzellik yarýþmasýndakiler güzel deðildünya kupasýnda yokuznasýl ülkeyiz kafam karýþýk;1;1;1;1
sizde tutuklu kaldýk erkan meriç hazal subaþý zehra ömer zehöm;0;0;0;0
tabiki baþka var in kadar bir birine yakýþmasý uyumu zehra ömer zehöm;0;0;0;0
miss turkey itýr esen davasýnda karar açýklandý;0;0;0;0
tacý alýnan itýr esen hakkýnda karar çýktý;0;0;0;0
baþrol demek soran biriydim pes etmedim çalýþtým;0;0;0;0
ecem uzgör kadiný anlattý;0;0;0;0
fotoþop a aþýrý makyaj boyaya ihtiyac duymayacaksýnýz doðal güzel birisi 3cüsü diðeri 1cisi kazanýn yý görmek isteriz;1;1;1;1
böylece floodumuzun sonuna geldik2018 yarýþmasý takip eden ileriki yýllarýn yarýþmalarýnda kaldýðýmýz yerden devam etmek üzere;0;0;0;0
irfan abi yine coþtu;0;0;0;0
aybükenin yeni aþki belli oldu 3sü dizisindeki rol arkadaþý aþk yaþadýðý iddia edilmiþ ikili iddiayý yalanlamýþtý meðer bir süredir eþi oðlu yönetmen aþk yaþýyormuþ;0;0;0;0
prenses hazoþum;0;0;0;0
süper yaaa rambo kimmiþ bizim zehramýz var;1;1;0;1
allah ayýrmasýn kem gözlerden korusun inþallah;0;0;0;0
2014 güzellerimiz katýldýðýmýz beyazshow si;0;0;0;0
tabiki muhteþem giden dizi karyeri ülkemize kiþinin kazana bileceði birincilik getirdiyi yanýnda 22 yaþýnda kadar sevilen sayqý duyulan;0;0;0;0
1936 yýlýnda türkiye güzelini sizlere takdim ediyorum;0;0;0;0
1936 yýlýnda türkiye güzelini sizlere takdim ediyorum;0;0;0;0
sn adnan oktar canlý yayýnda bank asya bank asya enflasyon anadolu efes domagoj vida uyuþturucu;0;0;0;0
sn adnan oktar canlý yayýnda bank asya bank asya enflasyon anadolu efes domagoj vida uyuþturucu;0;0;0;0
özge ulusoyun göbek deliði olay oldu tamkubarbaz açýldý hamaneyden;0;0;0;0
seçim olsa hangi partiye oy verirsiniz;0;0;0;0
miss world turkey 2017 aslý sümen;0;0;0;0
e fetö karýþtýrdýnýz tanýdýklarýnýzý seçiyorsunuz sene kolaymýþ keþke bende girseydim;1;1;1;1
proqramýný bizim tescillilerle aç abicim birisi birisi e hadi sevindir bizleri;0;0;0;0
yok pantalon yasak giyemez kes giyer giyemez hani fiziði falan kötü saklýyorlar deðil ömere spor giydiremezler bir kere vücut yapýlarý kötü olduðu birisi birisi missturkey anlatamý;1;1;1;1
tablo;0;0;0;0
arada projelerinde yanlarýndayýz delileriyiz;0;0;0;0
iþte böyle fanlarýz unutmayýz arkadaþ;0;0;0;0
iki yildir izlemiþtim herkes kizlar yariþmayi merak ediyordu ben kadiri;0;0;0;0
anlamýþdýr ömer anlamýþdýr para terk edilmiþsindir annene bile yük olmuþsundur sevilmemiþsindir kimse seni sevmez kes bigün seni terk eder sana kabuk baðlamayan yara býrakýr gider;1;1;1;1
ben seni yasaklarda ben tuzaklarda ben seni yasaklarda sevdim ben seni yasaklarda boncuk gözlüm fýndýk burnum pofuduk yanaklým güzelim benim hazalým;0;0;0;0
aþkým qurur duyuyoruz sizinle kiþiliðiniz gün bir ha evereste kalkan oyunculuðunuz bizi bir kes iyi dedirtiyor;0;0;0;0
regl tweetine hapis cezasý isteniyor;1;1;0;1
güzelsiniz bayýldýk;0;0;0;0
kusursuz kýzýmýz;0;0;0;0
acýdýr aþk acýdýr ruhumdaki sancýdýr aþk gidesi yok reçetesi yok gecedir aþk gecedir ah bir hecedir aþk sencesi yok bencesi yok;0;0;0;0
vayyyy birisi bana güzelliði açýklasýn arkadaþ 41 kere maþallah;0;0;0;0
tacý alýnan itýr esen15 temmuz tweeti nedeniyle ifade verdi;0;0;0;0
itýr esen ifade verdi;0;0;0;0
tacý alýnan itýr esen 15 temmuz tweeti nedeniyle ifade verdi;0;0;0;0
evet iki güzel gülen insan yan yana olunca insan ister istemez gülüyor;0;0;0;0
iki tescilliye can kurban;0;0;0;0
güzel olan iyi olan sizsiniz seviliyorsunuz;0;0;0;0
varsa var dizi varsa saat 1715 1900 deyiz destek tam destek;0;0;0;0
maþallah maþallah maþallah;0;0;0;0
akþam necati bey kebapta 2017 türkiye güzeli aslý sümeni aðýrladýk;0;0;0;0
çatlak insanlar yerde var caným dizinin faný deðiller onlar hatta bitse zil çalýb oynarlar fan adý altýnda kötülüyorlar sayfanýn altýna izlemiyorum kötü olmuþ izlemeyin diyenler varçekememezlikden hainlikden;0;0;1;0
hahahahah çatlasýnlar biyerlerinden güzel akýllý baþarýlý oylarýmýzý kullanalým arkadaþlar;0;0;1;0
sizi yiyebiliyor muyuz;0;0;0;0
eski güzeli manolya onur hayatýný kaybetti;0;0;0;0
yeþil parkalý kadýn;0;0;0;0
tacý alýnan itýr esen hakkýnda suç duyurusu;0;0;0;0
miss turkey yarýþmasýnda birinci olan ancak tacý geri alýnan itýr esene suç duyurusunda bulunuldu;0;0;0;0
kriter iç güzellik oldu bizim mi haberimiz yok;1;1;1;1
pýnar tartan;0;0;0;0
formlarýni zamanýnda elimin tersiyle ittim derimego kasalim doðru;1;1;0;1
þuan metrobüsteyim içerisi þampiyonluklar ligi metrobüsten seçilsin;0;0;0;0
ulan insan olan regl oldum die paylasým yapar la kap a bildirim yapýo kezoo laan su kýzýn takvimini tutalým;1;1;1;1
sene kolaymýþ keþke ben girseydim kriter iç güzellik oldu bizim mi haberimiz yok kadýnlar resmem öögg;1;1;1;1
youtubetan izleyebilirsiniz ecem uzgor sorma;0;0;0;0
sene kolaymýþ keþke ben girseydim kriter iç güzellik oldu bizim mi haberimiz yok;1;1;1;1
ulan pazarda bile bundan iyisine denk geldim ben mesela bi kavun vardý bundan güzeldi;1;1;1;1
dünya medyasý tacý elinden alýnan konuþuyor;0;0;0;0
desene nagehan alçý;0;0;0;0
dünya medyasý tacý elinden alýnan konuþuyor;0;0;0;0
güzellik yarýþmalarý çaðýn köle pazarýdýr;1;1;1;1
güzellik kriteri yok bam bam bam;1;1;1;1
dünya medyasý tacý elinden alýnan konuþuyor;0;0;0;0
son dakika seçimleri kaldýrýldý bundan sonra güzelleri cumhurbaþkaný atayacak zeytugdan;0;0;0;0
dünya medyasý tacý elinden alýnan konuþuyor;0;0;0;0
sene ülkenin çirkinlikleri 1 yapmayý baþarýyorlar aqkaraktersiz beyin yoksunu;1;1;1;1
birde insanlarý açtýðý yeni hesapla kandýracaðýný düþünen bi varlýk aptal yerine koymaya çalýþýyorsun birde;1;1;1;1
pýtýr esen mi nedir çirkinlik abidesinin 1 olmasýna söverken attýðý tweete kaç bin kere sövdüm hesaplayýn;1;1;1;1
itýr esenin yeðenine bir þok;0;0;0;0
sene kolaymýþ keþke bende katýlsaydým;1;1;1;1
musul gökhan saki;0;0;0;0
biliyorsunuz benim alanim;0;0;0;0
resmi gazetede yeþim salkým kritik mgk;0;0;0;0
gözde baddal aðýzla iyiki ülkeyi temsil etmemiþsin gerçi elemelere bile girmen þaþýrtýcý;0;0;1;0
çoluk çocuðu güzellik yarýþmasýna çýkarýrlar sonra þekerlerini ellerinden alýrlar;1;1;0;1
dudaðýndaki ruj tangandaki ip olsaydým;1;1;0;1
burak yýlmaz hayýrlý cumalar musul;0;0;0;0
sene kolaymýþ keþke ben girseydim kriter iç güzellik oldu bizim mi haberimiz yok;1;1;1;1
olmuþ missgossip sizin içinize dýþýnýza;0;0;0;0
itýrýn yerinde olsam tacý kendim reddederdim iyiki e falan katýlmamýþým jahsjaka;1;1;0;1
tercih ettiðin gün gelir seni tecrit ederler;0;0;0;0
evlenmeyi düþünen gençler yeni kriterler 1güzel olsun 2eðitimli olsun 3milli yerli olsun;0;0;0;0
vatanseverini bulanan kadar devam;0;0;0;0
ben güzele güzel demem milli yerli olmayýnca;0;0;1;0
ahlaken çökmusuz güzel kýz güzel oðlan hikayeleri dolsun tv dizileri iþte baþarýsý;1;1;1;1
sene kolaymýþ keþke ben girseydim kriter iç güzellik oldu bizim mi haberimiz yok;1;1;1;1
1 15 temmuz ilgili tweeti kadar yanlýþ korkudantacýnýn geri alýnmasý bir kadar yanlýþ olmuþtur;0;0;0;0
þehitlerimizin pak kaný kendi pis kanýný bir tutarak hakaret eden 2017 güzeli itýr esen savcýlarý göreve çaðýrýyorum;1;1;1;1
tam devede boy var hikayesiyle son buldu;1;1;1;1
bizim miss turkey güzelimiz halen sensin unutturmayacaðýz seni;0;0;0;0
türkiye tek yürek ben bunlardan güzelim boyum kýsa;1;1;1;1
bence itýr eseni 1 seçen zihniyet sorgulanmalý neye göre 1 yüzü 2 18 yaþýnda açtýðý gögüsleri mi;1;1;1;1
miss turkey 2017 birincilik tacý geri alýnan itýr esen açýklama yaptý;1;1;0;1
taçsýz çirkingüzel yönüyle güzel olmalý;1;1;1;1
görsel zevki olan kimse itýr esene birincilik vermez hatta ilk 5 bile türkiyeye güzellik ayýbýdýr þike mi var;1;1;1;1
hayatýmýzda var olan bir anormalliði normal bir görüp kabullenmeküzerinde düþünmemiz gereken bir konu bence bp;1;1;0;1
çirkefliðin nedeni ektedirahaha;1;1;0;1
sene kolaymýþ keþke bende girseymiþim;1;1;1;1
rengini þehit kanindan almýþ bir bayrakla ülkesini temsil etme gorevi hak edene verilmeli ülkeyi temsil edemez;1;1;1;1
miss turkey itýr esenin tacý geri alýndý;0;0;0;0
itýr esen tacýna demokrasi þehitlerine dil uzattýðý geri alýndý;0;0;0;0
güzellerine içirdiler kampta;0;0;0;0
bir kaç saat gündemden uzak kaldým mi seçilmiþ nolmuþ;0;0;0;0
2023 ön elemeleri;0;0;0;0
türkiyenin güzel kýzýnýn seçildiði yarýþmada kýzlarýn sadece güzellikleri deðil zekalarýnada dikkat edilmesi lazým;1;1;1;1
bi susun amk;1;1;1;1
türkiyeyi yurt dýþýnda temsil etsin seçtiðiniz kýzýn ülkenin þehidiyle dalga geçecek tiyniyette olmasýbüyük siçtiniz he;1;1;1;1
itýr eseni kiþilik olarak deðil görsel anlamda türkiye güzeli seçmek baþka güzel mi bulamadýnýz neler var;0;0;1;0
sen gerçekten vatanýna milletine saygýlý yetiþseydin iþgal ediliþimizi ahlaksýzca ifade etmezdin;0;0;1;0
çirkinlik terbiyesizlik ikisi bir arada;1;1;1;1
son dakika seçimleri kaldýrýldý bundan sonra güzelleri cumhurbaþkaný atayacak;0;0;0;0
sene kolaymýþ keþke bnde girseydim;1;1;1;1
retweeted servet beki þehit kaný üzerinde rakseden çirkin rakkasedir itýr esen tacý;0;0;0;0
ülkede viktorya siktir mankenlerinden güzel kýzlar var miss türkiyede yarýþan kezolara bak birde egolular;1;1;1;1
kadar kolay olacaðýný bilseydim ben girerdim üzüldüm þuan;1;1;1;1
neymiþ mesele dýþ güzelliði deðil iç güzelliði imiþ;1;1;1;1
seni pislik þehitlerin adýný aðzýna alýcak güzellik te deðildin zaten senin neyine irenç;1;1;1;1
itýr esenböyle rezillik olur seni bir anne baba yetiþtirmiþ tek kelimeyle iðrençsin;1;1;1;1
güzelleri heyecanla sonuçlarýn açýklanmasýný bekliyor;0;0;0;0
seçilip tacý geri alýnan itýr esen in tweeti gençlerimize vatanbayrak sevgisinin aþýlanamadýðýnýn çarpýcý örneðidir;1;1;1;1
miss türkey kadar önemli olmayan bir sorunumuz sizleri rahatsýz ettiðimiz özür dileriz;1;1;1;1
gözde baddal seni kadar iyi anlýyorum güzeller bahtsýz olur;0;0;0;0
itýrcýðým sen regl olduðu tacý alýnan tek salaksýn;1;1;1;1
tesekkurler tweetimi gorup hemen tacini almislar p;0;0;0;0
