tweets;1.kisi;2.kisi;3.kisi;total
ingiltere parlamentosunda maraþ anmasý videonun tamamý hesaptaki baðlantý adresine týklayýnýz;0;0;0;0
küresel endeksine göre geçen yýl terör saldýrýlarýnda hayatlarýný kaybedenler dünyada 27 avrupada 75 azaldý aþýrý saðýn saldýrýlarý abd kanada avrupada arttý 4 yýlda 66 kiþiyi öldürdüler;0;0;0;0
bir araþtýrmaya göre filmler televizyon programlarý çocuklarýn zihinlerinde bilim insanlarýnýn erkek beyaz olduðuna dair bir algý yaratýyor medyada gözüken bilim insanlarýnýn 63e yakýný erkek 71den fazlasý beyaz;0;0;0;0
kanadada müslüman yahudileri hedef alan nefret suçlarý geçen yýla göre yüzde 47 artmýþ;0;0;0;0
the guardian gazetesi bin azýnlýk mensubu bin 797 beyaz arasýnda yapýlan anket ülkedeki ilgili çarpýcý bilgileri ortaya koydu;0;0;0;0
türk iþ yerine ýrkçý saldýrý avusturyanýn vorarlberg bölgesine baðlý bregenz kentinde bir türkün iþ yerine ýrkçý saldýrý düzenlendi camlarý kýrýp domuz biblolarý býraktýlar;0;0;0;0
yoksa google arama algoritmalarý ýrkçýlýk yapýyorlar bilim insaný science person görsel aramasý yaptýðýnýzda çýkan resimlerin büyük kýsmý beyaz avrupai tipler insanlar arama sonuçlarýnda beyazlara týkladýðýndan sonuçlar böyle oluyor;0;1;0;0
ingilterede döven 16 yaþýndaki ingiliz annesi birlikte ingiltereden kaçmýþ cemali tan dolayý deðil aralarýndaki husumetten dolayý dövdüklerini savunmuþ dayýsý ailenin tehdit aldýðýný ancak bir taraftar ordusunun onlarý koruduðunu söyledi;0;1;0;0
yunanistanda öðrencilerden ýrkçýlýk faþizme karþý eylem;0;0;0;0
saldýrýdan 3 hafta önce internetten okula polise eðitim bakanlýðýna yardým baþvurusunda bulunmuþ;0;0;0;0
karþýtý;0;1;0;0
okulda zorbalýða uðrayan suriyeli ilk okula gitti destekleyenler gösteri düzenledi toplanan yrd 130 bin sterline ulaþtý aile parayla baþka yere taþýnacakmýþ;1;0;0;0
kökenli öðrencilere karþý;0;0;0;0
ingde okulda ýrkçýlýða maruz kalan cemale destek yaðmuru toplanan baðýþ miktarý 100 bin sterlini geçti bir ingiliz milletvekili twitterdan özür diledi bir spor salonu boks dersleri irlandadaki kulübüne ömür boyu üyelik önerdi;1;1;1;1
ingilterede bir kolu sargýda olan suriyeli çocuða ýrkçý saldýrý;0;0;0;0
ingilterede 15 yaþýndaki çocuða saldýran 16 yaþýndaki çocuk hakkýnda soruþturma baþlatýldý suriyeli 7 ekimde baþkalarýnýn saldýrýsýna uðramýþ kolu kýrýlmýþ ailesine baðýþ kampanyasý yürütülüyor 50 bin sterlin toplandý;0;0;0;0
tweeti atan kiþi bir profesör;0;0;0;0
adam yahudi olsa olur olmasa olur;0;0;0;0
video chpnin hazýrladýðý videosunun kýsaltýlmýþ halidir arada yapmýyorum oluyorsa;1;0;0;0
26 yýldönümünde almanyanýn mölln kentinde yapýlan ýrkçý saldýrýyý kýnýyoruz;1;1;1;1
dolce amp gabbanaya ýrkçýlýk suçlamasý;0;0;0;0
mölln faciasý ýrkçýlýðýn tarihte býraktýðý acý tablolardan biridir;0;0;0;0
çocuk bayramý adý altýnda hollandanýn kentlerinde düzenlenen festivallerde noel babanýn yardýmcýlarýný temsili olarak canlandýran kiþilerin yüzleri tamamen siyaha boyanýyor;0;0;0;0
ibadethanelere ýrk devlet bayraðý asmak islama aykýrýdýr;0;1;0;0
bir ay önce batýda irkçýlýðýn arttýðý müslüman yahudilere saldýran neonazi gruplara katýlan yahudiler tepki çekiyor amacý antisemitik tehditleri bertaraf etmek mi oklarýný tamamen müslümanlara döndürmek mi;0;0;0;0
baþkenti 10 binin üzerinde hükümet karþýtý gösterici aþýrý saðcý iktidarýn ýrkçý ayrýþtýrýcý politikalarýna tepki gösterdi;0;0;0;0
flooduma alacaðým seni cahil yobaz;0;0;0;0
ilkokullara kadar yaygýnlaþtý bostonda 10 yaþýnda müslüman bir kýz çocuðu sýnýftaki sýrasýnda önce sen bir teröristsin sonrasýnda seni öldüreceðim yazýlý kaðýtlar buldu;1;1;1;1
belediyesi ýrkçý geçidine karþýtý 4 kiþinin katýlmasýný yasakladý kölelik özleþen sinterklaas geçidine tepkiler yýl artýyor hollandanýn çoðunluðu bunu ýrkçýlýk olarak görmüyor;1;0;0;0
otobüslerde siyahbeyaz ayrýmcýlýðý;0;0;0;0
aksiyonu bütün ihtiþamýyla baþladýðý zaman sahte aksiyon sarhoþu kapitalizmhýristiyanlýk aslan görmüþ hayvan sürüleri yuvalarýna çekileceklerdir sezai karakoç;0;0;0;0
8 temmuz 1918 yýlýnda güney afrikanýn doðu kap þehrine baðlý mvezo köyünde doðdu thembu kabilesinin þefi gadla henri mandelanýn;0;1;1;1
köln kentinde hacer uðurlu tramvayla iþe giderken tanýmadýðý bir kiþinin saldýrýsý sonucu yüzünden ciddi þekilde yaralandý kimse kurtarmaya çalýþmadý;1;0;0;0
isveç kentinde müslümanlara hakaret eden belediye baþkan yardýmcýsý nefret suçu kapsamýnda soruþturma baþlatýldý;0;0;0;0
müslümanlara karþý olumsuz bakýþ yükseldi leipzig üniversitesinin araþtýrmasýna göre ülkenin batýsýnda 3 kiþiden doðusunda 2 kiþiden göçmenlerin almanyayý istismar geldiðini savunuyor;1;1;1;1
aþýrý saðcý komandolarýn kurduðu gizli bir örgüt ortaya çýkarýldý ortalýk karýþtýðýnda öldürecekleri siyasilerin isimlerinin yeraldýðý bir liste hazýrlamýþlar;1;1;1;1
editör takipçileri kafa buluyor yoksa içinde birikmiþ þahsi kinini mi kusuyor sebep olursa olsun verdiðiniz haberden baþlýk çýkmaz þayet ilgili vekilin sözleri içeriyorsa ben dahil türkiyenin 65i ýrkçýdýr havuz;0;0;0;0
secim husran gidip yatayim artik yarin kendimi yine sanata kizlarima kurslarina adayayim kahrolsun;0;0;0;0
yayilan uzerine detayli açik guncel bir yazi tebrikler;0;0;0;0
bir film eleþtirisiyle masumiyetin korunmasý hayat güzeldir;0;1;0;0
konu v v geceki canlý yayýným;0;0;0;0
paradoksal bir siyasi pozisyon irkçýlýðýn giderek arttýðý müslümanlara yahudilere saldýran neonazi gruplara katýlan yahudiler amacý antisemitik tehditleri bertaraf etmek mi oklarýný tamamen müslümanlara döndürmek mi;0;1;1;1
2 ikinci konu öðeleri içeren bir metinmiþ varlýðýna armaðan ediyormuþ varlýðýný türk olmayanlar mýþmýþ vsyahu yazarý dediðiniz yüce bile kahraman ýrkýma bir gülgt;1;1;1;1
söylemdeki bilincte yer alan kürt imgesi dindar kürtler bunlarý yeniden düþünmeli;0;0;0;0
ben türküm türkçü deðilim irkçýlýk bizim dinimizde yasaklanmýþtýr recep tayyip erdoðan;0;0;0;0
rassistische attacke bei ryanairflug video uçaðýnda ýrkçý saldýrý via deutsch türkische nachrichten;0;0;0;0
nedir teþekkürler;0;0;0;0
yarýn mahþerde mahþeri kalabalýkta okursunuz doya doya artýk oradada;0;0;0;0
faþizmin ýrkçýlýðýn kafatasý milliyetçiliðinin 21 yy türkiyesinde bir gerçek olduðunun doðrusu 21 yüzyýlda trnin hâla 7 yy araplarýnýn kabile sözde töre taassubunun büyük örneðidir;1;1;1;1
ey büyük atatürk açtýðýn yolda gösterdiðin hedefe durmadan yürüyeceðime ant içerim reþit galip eski chp milletvekili metni chpnin ideolojisi 100 bir metnidir;0;0;0;0
hepinizin içinde biraz var ben kendi varlýðýmý size armaðan ediyorum;0;0;0;0
ben türküm araptan kürtten üstünüm diyen zibidilerin ben ateþten yaratýldým topraktan diyen iblis aralarýnda hiçbir fark yoktur;0;0;0;0
yeryüzünden 100 saf bir ýrk yoktur ancak 100 kandýrýlmýþ inandýrýlmýþ adý bölünmüþ kiralýk beyinler vardýr;0;0;0;0
ismail ilgili görüþü;0;0;0;0
geçen gün dahada çoðaldýðýný görüyorum hani özgür ülke ayrýmcýlýk olan bit ülkede bir insan kadar mutlu olabilirki medyanýn söylediklerine göre hareket eden insanlar var sapýtýyorlar olaylarý kendi gözlerinize görmeden beli bir kesime siper almayýn;1;1;1;1
sýðýnmacýlarýn saldýrýya uðradýðý bölgelerin baþýnda geliyor bölge içiþleri bakanlýðýna göre saksonyada yýlýn ilk altý ayýnda sýðýnmacýlara yönelik 106 suç olayý oldu;0;0;0;0
iþte böyle bir ruh hastalýðý ayrýmcýlýk vitrinde denizlili bir esnaf iran suriye afgan müþteri dükkanda dayak yer afiþi astý;0;0;0;0
dünyanýn iyi üniversiteleri sýralamasýnda 6 sýrada yer alan asya kökenli öðrencilere yaptýðý iddia edildi;0;0;0;0
yabancý düþmanlýðý karþý düzenlenen yürüyüþe on binlerce kiþi katýldý dayanýþma sýnýr tanýmaz;1;1;1;1
insan bir kere suçlamasýný yaptý kimin neyi söylediðini düþünmeyi býrakýyor karikatür osman suroðlu;0;1;0;0
tehlike çaný cehennem getirdi cennet mi getirdi;0;0;0;0
bir çocuðun sýrt çantasý bir kadýna deðmiþ kadýn cinsel saldýrý suçlamasýyla 911 acil yardým hattýný aramýþ;0;0;0;0
okul yolunu sormak kapýyý çalan 14 yaþýndaki çocuða ateþ eden beyaz adam mahkeme önüne çýkacak;0;0;0;0
ilahi adaletin geliþi 53 bölümden;1;1;1;1
bugünkü yazýislâm milleti birliði video metin ilgili;0;0;0;0
ülkede var amerikada bizde olduðunun ciddi fazlasý bile olabilir güç herþeyi örtbas ediyor;0;0;0;0
skandal kampanya tepki gördü irkçýlýðýn yaygýn olduðu flaman belçikanýn aalst kentinde belediye meclis üyesi adayý fatma yýldýzýn türkçe seçim kampanyasý yapmasý tepkilere oldu;0;0;0;0
enschedede kentinde islam göçmen karþýtý fas camisinin önünde gösteri düzenledi;1;1;1;1
yükseliþte almanyada yapýlan bir araþtýrmaya göre üç alman seçmenden popülist düzen karþýtý partilere kýsmen ilgi duyuyor;0;0;0;0
yine camiye saldýrý kuzey ren vestfalya bölgesindeki kentindeki ditib camisine saldýrganlar gece gamalý haç çizilerek ýrkçý yazýlar yazýldý;0;0;0;0
italyada artan ýrkçýlýk yabancý düþmanlýðý cinsiyetçilik ayrýmcýlýk antisemitizm hükümetin göç karþýtý politikalarý 25 binden fazla kiþi tarafýndan protesto edildi;0;0;0;0
güney afrika amerika birleþik devletlerinde bir siyah beyazýn evlenmesi yasaktý;0;0;0;0
kurumsal görmezden gelindiði etkin mücadele edilmediði sürece tür dehþet verici vakalar kaçýnýlmazdýr cumhurbaþkaný erdoðanýn berlin ziyaretinde görev alan 2 polis kendilerine terör örgütü üyesi uwe böhnhardtýn ismini takmýþlar;1;0;0;0
susmak bazen verilecek iyi cevaptýr hastalýktýr;0;0;0;0
vatan hainleri olaylarýný cezasýz býrakarak organizasyonunun ülkemize verilmesini engellemiþlerdirvatana hizmet aklamakla deðiladil olmakla mümkündür þampiyonu adalete inanan taraftarý;0;0;0;0
alan suçlamalarýna karþý isviçredeki toplantýya gönderdiði kurulda afrika kökenli bir kiþiye yerverdi;0;0;0;0
almanya futbol federasyonu suçlamalarý gölgesinde 2024 avrupa futbol þampiyonasý adaylýk baþvurusunun sonucunu bekliyor;0;0;0;0
almanya adaylýðý þansýnýn etkilenmemesi ülkedeki olaylarýnýn üstünü kapatmaya çalýþýyor;0;0;0;0
almanyada ýrkçýlýðýn gölgesinde euro 2024 adaylýðý;0;1;1;1
2024 avrupa futbol þampiyonasý euro 2024 adaylýk baþvurusunun sonucunu bekleyen þansýnýn etkilenmemesi ülkedeki vakalarýnýn üstünü kapatmaya çalýþýyor;0;1;1;1
irkçýlýðýn gölgesinde almanyanýn euro 2024 adaylýðý almanya þansýnýn etkilenmemesi ülkedeki ýrkçýlýk ayrýmcýlýk vakalarýnýn üstünü kapatmaya çalýþýyor alman kamuoyunda euro 2024 heyecan yok;0;0;0;0
hollandada islami söylemlerin yasaklanmasý yasa tasarýsý önergesi sundu wilders önergesinde camilerin islam okullarýnýn kapanmasýnýn yaný sýra kuraný kerim burkanýn yasaklanmasýný istedi;0;1;1;1
vs olmak þiddete uðramak an olmamanýn meþru bir aracýysa üstünkörü bir gen araþtýrmasý irkçýlarýn kabusü olur herhaldeülkede sýnýr tanýyor dip zaman;0;0;0;0
aþýrý saðýn müslümanlara baskýsý artýyor;0;0;0;0
sayýda yazar eylemci toplumsal kitle örgütleri okullarda olasý baþörtüsü yasaðýna karþý gösteri yaptýlar eðitim bakaný heinz fassmann ortaokullarda yasaðý getirmek istiyor;0;0;0;0
tibetli budist rahip dalai lama avrupa gezisinde yine ýrkçýlarýn aðzýyla konuþtu avrupa avrupalýlarýndýr sýðýnmacýlar ülkelerie geri dönmeliler;0;1;0;0
1960 yýlýnda küçük bir siyahi kýz ruby bridges protestocu bir grubun arasýndan okuluna devlet yetkilileri nezaretinde yürüyüþ dizilimine baktýðýmýzda korumasý demek devamý link mr pink;0;0;0;0
amsterdamda ab sýðýnmacý göçmen karþýtý politikalarý protesto edildi;0;0;0;0
almanyada binlerce kiþi ýrkçýlýða karþý yürüdü almanyanýn köln kentinde bir araya gelen binlerce kiþi ýrkçýlýk karþýtý gösteri düzenledi;0;0;0;0
bir savaþýn ardýndan ancak kalanlara bol þans denirçünkü bir savaþ biter baþka bir savaþ baþlar;0;0;0;0
evet suriyeliler konusunda sýkýntýlarýn olduðunu inkar edemeyiz bunun partisinden kovulmuþ ýrkçýlarýn esas amacý provakatif söylemlerle kaos çýkartmak;1;1;1;1
te neler oluyor avrupa çýldýrdý hortladý;1;1;1;1
afþina mektuplar 4 nejdet sançar sevgili sýkýntýlý günler içinde sen bir karyola bir arabaya sahip olmuþtun karyola bir arkadaþl devamýný okumak;0;0;0;0
biraz yükselip bakýnca görünen boþ tenekeler via;0;0;0;0
yapmýþ olurdun;0;0;0;0
fatih akerin gözünden nedir düþünceleri konuyu ele alýþý gayet mantýklý;0;0;0;0
yunanistanda rezalet türklere alçak saldýrý tc cumhurbaþkanlýðý;0;0;0;0
yanacaksa insan ciðeri;1;1;1;1
belçikadaki yabancý kökenli siyasetçilerden ýrkçýlýða tepki belçikadaki yabancý kökenli siyasetçiler ülkede son dönemde yaþanan ýrkçý saldýrýlara tepki gösterdi;0;1;1;1
türkiye babasý yapýlýyor kimsenin buna dur dediði yok;0;0;0;0
yine yaþadýnýz defolsuncular haydi bakalým azýcýk kan görün neþelenin sýkýcý ortamda rezilliktir;1;1;1;1
ingiliz iþçi partisinde yahudi karþitliði tanimina þartli tanima;0;0;0;0
islam karþýtý wilders provokatif karikatür yarýþmasý;0;0;0;0
þiddet amerikan gücüne hakim durumda yaþayan bir siyahiysen öldürülmene bahane olacak 25 eylem;1;1;1;1
hollanda aþiri saðcý rechts in verzet camilere okul ziyaretlerini durdurun;0;0;0;0
eski almanya dýþiþleri bakaný irkçýlýk bir alman sorunudur eski almanya dýþiþleri bakaný sigmar gabriel almanya chemnitzdeki ýrkçý gösterileri eleþtirerek irkçýlýk bir sakson sorunu deðil bir alman sorunudur dedi;0;0;0;0
almanyada aþýrý saðcý afdnin izlenmesi talep edildi chemnitz kentinde ýrkçýlýk merkezli gösteriler devam ederken siyaset dünyasý sað popülist almanya alternatif partisinin izlenmesini talep etti;1;1;1;1
alman dýþiþleri bakanýndan ülkesine ýrkçýlýk eleþtirisi almanya dýþiþleri bakaný heiko maas ýrkçýlýða karþý mücadele etmek demokrasi savaþmak konusunda tembel olduklarýný söyleyerek mücadele çaðrýsý yaptý;1;1;1;1
isveçte ýrkçý partiden ýrkçý vaat isveç alternatif partisi gelecek hafta yapýlacak seçimi kazandýklarý takdirde 500 bin göçmeni ülkelerine göndermeyi vadetti;0;0;0;0
afþina mektuplar 3 nejdet sançar okumak;0;0;0;0
hayfada irkçiliða karþi protesto;0;0;0;0
kuzeyindeki kentinde israil vatandaþý bir grup ülkede yükselen dalgasýný protesto ettihayfanýn kiryat hayim sahilinde düzenlenen eylemde göstericiler eþitlik adalet çaðrýsý yaptý;0;1;0;0
almanyada türk aileye ýrkçý saldýrý almanyanýn hernes þehrinde yaþayan defalarca ýrkçý saldýrýlara maruz kalan yiðit ailesi yanarak can vermekten kýl payý kurtuldu;0;1;1;1
haber kudüs gündem 27 aðustos 2018;0;0;0;0
recep iþini biliyor üzülerek söylemeliyim söylemi hipnozlanmýþ bir halde ülke insani hangi ucube icraatý eylemi yaparsan yap alkýþ almasý içi gerekli tek malzeme milliyetçi bir kýlýf gerisi tamamdýr;0;0;0;0
orjinal tweet;0;0;0;0
gittiðim büyük þehirleri düþünüyorum neyse þekilde düþünmeyen sorarsan tespit yaptým demeyen insanlarýn sayýsý memleketimizde bir sürü insanýn kendine bile itiraf edemediði bir hastalýðý var soran olursa tespit yaptým diyeceðim;0;0;0;0
mutlu demiyor anlasana mutlu diyene diyor deðil tir benimle ayný altýnda yaþamaksa niyeyin mutlu sana bana se niyetin yazýk ettin kendine ben böyle anladým yýllardýr sen baþka mana arama;0;0;0;0
